dateiname	tbeg_klass_art	erlaeuterung
rk19991215_1bvr050595	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991215_1bvr069490	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk19991215_1bvr072992	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991215_1bvr108295	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991215_1bvr216193	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991215_2bvr144799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991217_1bvr161199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991222_1bvr130993	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991222_1bvr165799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991222_1bvr185997	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991227_1bvr174697	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991228_1bvr220398	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk19991229_1bvr067998	Regeln-Satz	automatisch annotiert in ebene-Tags
rk19991230_1bvr080995	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000110_1bvr126899	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000110_1bvr139899	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000111_1bvr139299	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000111_1bvr144899	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000112_1bvr022299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000112_1bvr162199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000114_2bvr006600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000120_2bvr238299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000121_2bvr212597	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000126_1bvr191899	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000126_2bvr010696	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000126_2bvr108292	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000131_2bvr010400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000202_2bvr103299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000203_1bvr155399	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000204_2bvr045399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000207_1bvr134499	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000209_1bvr014098	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000209_1bvr088999	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000210_1bvr215699	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000210_2bvr231799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000213_2bvr200999	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000213_2bvr270793	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000214_1bvr039095	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000215_2bvr120897	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000216_2bvr160194	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000217_1bvr048499	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000217_2bvr121098	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000218_1bvr049193	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000221_1bvr193797	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000221_2bvr227698	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000222_1bvr213199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000223_1bvr045695	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000223_1bvr158294	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000225_1bvr136399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000229_2bvr034700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000229_2bvr203398	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000301_1bvr178197	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000301_2bvr201794	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000301_2bvr212099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000302_2bvr091096	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000302_2bvr095198	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000302_2bvr150899	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000303_2bvr003998	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000308_1bvr112796	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000309_1bvr166297	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000309_1bvr221696	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000313_1bvr021100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000313_2bvr086095	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000315_1bvr023000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000316_1bvr004000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000316_1bvr145399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000316_1bvr197099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000320_1bvr006900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000320_1bvr183497	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000321_1bvr015100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000322_1bvr113696	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000322_1bvr150093	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000322_2bvr042600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000327_2bvr043400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000328_1bvr139098	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000328_1bvr146099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000328_1bvr161095	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000328_2bvr139296	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000331_1bvr060899	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000404_1bvr019900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000407_1bvr008100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000407_1bvr220599	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000409_2bvr029300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000409_2bvr076696	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000410_1bvr042200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000412_2bvr044000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000417_1bvr072199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000417_1bvr133199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000417_1bvr153898	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000418_1bvr005699	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000426_1bvr129395	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000426_2bvr188199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000427_1bvr025697	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000427_2bvr007594	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000427_2bvr192294	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000427_2bvr199096	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000505_2bvr221299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000510_1bvr186495	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000514_2bvr155798	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000522_2bvr029192	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000522_2bvr034997	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000530_1bvr070400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000530_2bvr082200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000605_2bvr056600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000607_1bvr002300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000608_2bvr008100	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000608_2bvr227998	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000614_2bvr099394	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000616_1bvr153994	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000621_1bvr170993	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000621_2bvr198997	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000623_1bvr003000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000623_1bvr083000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000623_1bvr099099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000628_1bvr038700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000629_1bvr082598	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000630_2bvr242599	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000703_1bvr094500	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000704_1bvr054799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000706_1bvr112599	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000713_1bvr039500	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000714a_1bvr124500	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000718_1bvr094800	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000718_2bvr150191	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000719_1bvr105393	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000720_1bvr035200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000721_2bvr142998	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000721_2bvr143098	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000724_1bvr015199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000727_1bvr221897	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000731_2bvr126100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000804_1bvr141099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000804_1bvr151099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000807_1bvr025499	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000808_1bvr065397	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000809_1bvr051400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000809_1bvr064798	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000810_2bvr026098	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000814_2bvr125200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000815_1bvr152399	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000818_1bvr132900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000818_2bvr105200	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000821_2bvr137200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000822_1bvr007796	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000822_1bvr200698	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000822_1bvr212194	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000823_1bvr006895	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000823_1bvr103200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000824_1bvr008397	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000824_2bvr143000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000825_1bvr270795	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000828_1bvr130791	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000828_1bvr182197	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000828_1bvr232896	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000830_1bvr031998	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000830_1bvr246497	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000831_1bvr082600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000901_1bvr017800	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000904_1bvr014296	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20000904_1bvr157100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000906_1bvr105695	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000907_1bvr044400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000907_1bvr183398	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000911_1bvr210798	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000912_2bvr146600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000918_2bvr140700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000918_2bvr141900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000920_1bvr044100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000921_1bvr051497	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000921_1bvr066196	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000921_1bvr206998	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000922_1bvr105900	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000925_1bvr046400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000925_1bvr149800	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000925_1bvr152000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000925_1bvr210499	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20000926_1bvr154500	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000926_2bvr160900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000927_1bvr217698	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000927_2bvr068700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000929_2bvr130596	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000929_2bvr150796	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20000930_2bvr070896	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20001004_2bvr003600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001006_1bvr163799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001009_1bvr079195	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001010_1bvr164400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001010_1bvr178900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001010_1bvr183100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001012_2bvr230697	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001019_1bvr236598	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001024_1bvr131995	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001024_1bvr141299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001024_1bvr164395	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001024_2bvr125696	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20001025_1bvr206299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001026_2bvr128099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001030_2bvr073600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001030_2bvr173000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001103_1bvr058100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001106_1bvr174600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001108_1bvr157700	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20001109_1bvr093397	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001109_2bvr156000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001114_2bvr193100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001115_1bvr121300	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20001124_2bvr081399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001127_2bvr210999	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001129_1bvr042294	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001129_1bvr063093	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001129_1bvr216293	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001130_2bvr147300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001204_1bvr175100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001204_1bvr179700	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20001205_1bvr143800	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001211_1bvr058095	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20001211_1bvr066100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001211_2bvr195400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001212_2bvr129099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001213_2bvr099900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001214_2bvr051799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001215_2bvr034700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001218_2bvr092699	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001219_1bvr168499	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001219_2bvr014398	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001220_1bvr204500	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001220_2bvr059100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001220_2bvr223200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001221_1bvr176100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001222_1bvr071797	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001222_1bvr204300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20001228_2bvr181600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010103_1bvr214700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010108_1bvr043799	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010108_1bvr217000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010109_1bvr103699	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010109_1bvr187196	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010116_2bvr090200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010118_1bvr127396	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010118_1bvr170000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010118_1bvr221696	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010119_1bvr175991	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010119_1bvr213000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010122_1bvr207598	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010122_2bvr078300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010131_1bvr061992	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010206_1bvr103000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010208_1bvr071999	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010209_1bvr078198	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010209_2bvr067300	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010210_2bvr138499	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010213_1bvr010401	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010214_2bvr046093	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010214_2bvr148893	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010215_2bvr131996	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010216_1bvr206697	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010216_2bvr020001	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010220_2bvr126100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010221_2bvr014000	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010221_2bvr146900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010222_1bvr019898	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010222_1bvr033700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010222_2bvr019301	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010222_2bvr020201	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010222_2bvr020801	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010223_1bvr000401	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010223_1bvr224699	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010227_2bvr206700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010306_1bvr229200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010307_2bvr145999	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010308_1bvr165399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010313_1bvr126596	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010313_1bvr194299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010313_1bvr197498	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010314_1bvr165194	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010314_1bvr193196	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010314_1bvr240297	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010314_2bvr002399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010315_1bvr053399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010315_2bvr184100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010316_2bvr025601	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010319_2bvr043001	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010320_2bvr205800	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010321_2bvr040301	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010323_1bvr023801	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010326_1bvr038300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010326_2bvr043301	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010326_2bvr094399	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010327_1bvr035601	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010329_1bvr176692	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010331_2bvr205099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010402_1bvr021298	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010402_1bvr035500	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010404_2bvr236899	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010405_1bvr093294	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010406_2bvr012900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010410_1bvr157700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010411_1bvr164697	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010425_1bvr013201	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010425_1bvr049400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010425_1bvr110492	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010425_1bvr213999	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010426_1bvr075897	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010427_1bvr128299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010502_2bvr057101	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010503_1bvr062400	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010505_2bvr041300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010507_1bvr220600	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010507_2bvr018801	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010507_2bvr201300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010510_1bvr048101	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010514_2bvr066201	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010515_2bvr082601	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010516_1bvr093399	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010516_1bvr225200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010518_1bvr052201	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010518_2bvr069301	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010523_1bvr139299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010524_2bvr075101	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010525_1bvr084801	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010525_1bvr225300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010525_2bvr077300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010525_2bvr126199	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010602_2bvr057100	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010605_2bvr050701	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010606_1bvr085901	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010606_2bvr082801	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010611_1bvr214899	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010613_2bvr141000	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010621_1bvr043601	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010622_1bvr225499	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010622_1bvr226099	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010628_2bvr133095	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010702_1bvr204900	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010703_1bvr038201	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010703_1bvr043200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010703_1bvr104300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010703_1bvr147299	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010703_1bvr233700	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010703_2bvr102201	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010704_1bvr073001	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010705_1bvr105501	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010706_1bvr106300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010706_2bvr088101	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20010712_1bvr227200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010716_2bvr079101	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010718_2bvr000201	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010718_2bvr098200	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010718_2bvr117699	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010718_2bvr125299	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20010719_2bvr117501	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010720_1bvr052901	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010720_1bvr095101	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010723_1bvr087300	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010730_2bvr012800	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20010731_1bvr030401	Regeln-Satz	automatisch annotiert in ebene-Tags
