dateiname	tbeg_klass_art	erlaeuterung
rk20170322_2bvr245916	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170323_1bvr063115	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170323_1bvr286116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170327_2bvr068117	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20170327_2bvr087116	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170328_1bvr138416	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170329_1bvr037317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170331_1bvr000813	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170402_1bvr219415	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170404_2bvr255112	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170411_1bvr045217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170411_2bvr080917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170413_1bvr072817	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170413_1bvr179014	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170413_1bvr249616	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170419_1bvr199413	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170420_2bvr175414	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20170420_2bvr190014	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20170426_2bvr101616	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170427_1bvr056317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170502_2bvr151116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170504_1bvr078317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170504_1bvr258416	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170508_2bvr015717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170509_1bvr094317	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20170509_2bvr033517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170510_1bvr025317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170511_2bvr003015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170515_2bvr086517	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170517_2bvr089317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170518_2bvr024917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170522_2bvr110716	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170522_2bvr145316	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170523_1bvr161715	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170526_2bvr182116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170601_2bvr122617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170606_1bvr018017	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170608_1bvr105417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170612_2bvr051217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170612_2bvr116017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170613_1bvr137016	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170613_2bvr131317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170614_1bvr242816	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170614_2bvr080017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170616_1bvr187715	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170620_2bvr034517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170622_1bvr066617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170627_1bvr139017	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170627_2bvr133317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170628_1bvr138717	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170629_1bvr102117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170629_1bvr108117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170630_1bvr138717	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170703_2bvr140017	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170703_2bvr154916	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170704_2bvr215715	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170713_1bvr120217	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20170717_1bvr321014	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170720_2bvr162117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170724_2bvr148717	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170725_2bvr128717	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170725_2bvr140517	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170725_2bvr156217	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170726_2bvr160617	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170726_2bvr164317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170801_1bvr191012	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170801_2bvr306814	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170803_1bvr112617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170807_1bvr172617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170810_1bvr057116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170810_1bvr145416	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170810_1bvr158215	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170810_1bvr180315	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170816_1bvr154717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170816_1bvr158417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170816_2bvr023817	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20170816_2bvr033616	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170816_2bvr128015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170816_2bvr149615	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170817_1bvr174117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170822_2bvr039217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170822_2bvr203916	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170823_1bvr178317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170823_2bvr169117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170823_2bvr174517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170824_2bvr007716	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170828_2bvr005015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170829_2bvr035117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170829_2bvr084117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170829_2bvr086317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170830_1bvr048617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170830_1bvr077614	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170830_1bvr112017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170830_1bvr143717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170830_2bvr060016	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170904_1bvr180715	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170904_1bvr244316	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170907_2bvr186617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170908_1bvr098417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170909_1bvr256015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170918_1bvr036112	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170918_2bvr045117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170919_1bvr171917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170919_1bvr192817	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170921_2bvr107115	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170921_2bvr202917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170922_2bvr045517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170926_1bvr148616	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170927_1bvr197917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20170927_2bvr169117	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20170928_1bvr151017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171002_1bvr157417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171004_2bvr049617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171004_2bvr082116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171004_2bvr084617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171010_1bvr061714	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171011_2bvr175817	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171017_1bvr074717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171018_2bvr135217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171022_1bvr182216	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171024_1bvr087713	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171024_1bvr102613	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171024_1bvr131216	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171024_1bvr276212	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171027_1bvr174616	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171103_2bvr213509	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171108_2bvr080917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171108_2bvr136617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171108_2bvr222116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171109_1bvr106914	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171109_1bvr148916	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171109_1bvr236914	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171109_1bvr244016	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171110_2bvr177516	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171113_2bvr138117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171115_2bvr090217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171116_1bvr067217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171117_2bvr113116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171127_1bvr155514	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171129_1bvr046117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171129_1bvr178416	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171206_1bvr216016	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171206_2bvr269417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171207_1bvr191417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171207_2bvr044417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171207_2bvr264017	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20171208_1bvr178017	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20171208_1bvr178117	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20171208_2bvr201917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171214_2bvr187217	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20171214_2bvr265517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171218_2bvr225917	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20171220_1bvr223317	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20171220_1bvr275417	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20171220_2bvr181817	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171220_2bvr231217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171220_2bvr255217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171221_2bvr277217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20171222_2bvr280117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180116_2bvr129716	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180122_1bvr261617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180122_2bvr008018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180124_1bvr246513	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180124_2bvr202617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180125_2bvr098716	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180125_2bvr136216	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180126_2bvr072516	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180129_2bvr090717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180201_1bvr137914	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180201_1bvr245217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180201_2bvr145917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180207_1bvr044215	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180207_2bvr054917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180208_1bvr211215	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180214_1bvr212016	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180215_2bvr025318	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180220_2bvr267517	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180221_1bvr060614	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180221_2bvr030118	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180221_2bvr034914	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180226_2bvr010718	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180227_2bvr282114	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180305_1bvr101117	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180305_1bvr286413	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180305_1bvr292614	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180309_2bvr017418	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180314_1bvr030018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180315_2bvr137113	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180321_2bvr023718	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180322_1bvr050118	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180322_2bvr150915	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180323_2bvr114015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180323_2bvr212617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180329_1bvr066218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180404_2bvr041218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180409_1bvr079012	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180409_1bvr084015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180409_1bvr159212	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180411_2bvr032818	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180411_2bvr260117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180412_1bvr002918	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180418_1bvr121316	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180418_2bvr088317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180423_1bvr038318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180425_2bvr243517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180430_1bvr235217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180502_1bvr066617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180502_1bvr304214	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180502_1bvr325014	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180502_1bvr325114	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180503_2bvr046317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180504_2bvr063218	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180509_1bvr188417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180514_2bvr088318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180515_2bvr028717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180516_2bvr063517	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180523_2bvr116116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180529_2bvr276717	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180530_1bvr004515	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180530_1bvr114917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180530_2bvr098118	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180604_1bvr118017	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180606_2bvr035018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180608_1bvr070117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180608_1bvr089617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180608_2bvr109418	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180611_2bvr081918	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180613_1bvr104017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180613_2bvr037517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180614_1bvr047815	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180622_1bvr067318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180622_1bvr208315	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180625_2bvr063118	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180626_1bvr073318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180626_2bvr103218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180627_1bvr010015	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180627_1bvr200116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180627_2bvr128717	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180627_2bvr140517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180627_2bvr156217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180702_1bvr061212	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180702_1bvr068212	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180702_2bvr155017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180704_2bvr006218	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180704_2bvr120718	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180709_1bvr025218	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180711_2bvr154814	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180726_1bvr153417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180801_2bvr125818	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180807_1bvr157518	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180808_2bvr134218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180809_1bvr198116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180813_2bvr074514	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180813_2bvr207116	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180815_1bvr178017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180816_2bvr023718	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180821_1bvr267417	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180822_2bvr264717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180823_1bvr070018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180903_1bvr055217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180911_1bvr141318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180912_1bvr096218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180918_2bvr074518	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180920_2bvr070818	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180920_2bvr253016	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20180921_2bvr164917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180924_1bvr176418	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180925_1bvr045317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180925_1bvr281417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180927_1bvr042613	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20180930_1bvr178317	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20180930_1bvr242117	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20181001_2bvr164918	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181023_2bvr105017	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181023_2bvr215318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181023_2bvr237417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181024_1bvr202218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181028_1bvr070018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181108_1bvr194918	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181114_1bvr043316	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181114_1bvr127816	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20181115_1bvr157217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181116_2bvr217218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181118_1bvr148118	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181119_1bvr133518	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20181119_1bvr239118	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181120_1bvr150216	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181120_1bvr271617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181121_1bvr043617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181121_1bvr165318	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20181126_1bvr031817	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181126_1bvr151114	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181127_1bvr095718	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181129_2bvr251317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181204_2bvr272617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181205_2bvr112218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181205_2bvr225717	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181212_2bvr258818	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181218_1bvr124018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181220_1bvr115518	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20181220_2bvr237716	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190116_2bvr108118	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190122_2bvr009319	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190123_2bvr242918	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190128_1bvr173816	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20190207_2bvr240616	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190211_1bvr000319	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190212_1bvr084217	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190212_1bvr291417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190213_2bvr063316	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190213_2bvr213617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190214_2bvr145718	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190218_1bvr255617	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190219_1bvr195417	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190220_2bvr028019	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190221_2bvr245618	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190222_2bvr220318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190225_2bvr119318	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190305_2bvr001219	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20190312_1bvr009519	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190312_1bvr272116	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20190312_2bvr225517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190314_1bvr016919	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190316_1bvr123517	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190316_1bvr178209	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190318_2bvr036719	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20190319_2bvr263818	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190321_1bvr067319	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190327_2bvr226818	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190327_2bvr229418	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190328_2bvr025219	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190401_2bvr038219	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190403_2bvr032816	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190403_2bvr051719	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20190408_1bvr190918	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190410_1bvr228415	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190415_1bvr181117	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190415_1bvr290917	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190416_1bvr211117	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20190425_2bvr172816	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190506_2bvr142916	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190508_2bvr065719	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20190515_2bvr242518	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190520_2bvr064919	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20190522_2bvr075019	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190523_1bvr172418	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190524_2bvr271018	Regeln-Absatz	automatisch annotiert in ebene-Tags
rk20190528_1bvr200616	SVM-WE-Satz	automatisch annotiert in ebene-Tags
rk20190528_1bvr240316	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190528_1bvr283316	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190529_2bvr263018	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190604_1bvr101119	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190614_1bvr243317	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190617_1bvr230218	Regeln-Satz	automatisch annotiert in ebene-Tags
rk20190619_2bvr229915	Regeln-Satz	automatisch annotiert in ebene-Tags
